有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註,代號,公司名稱
4413　飛寶企業,TW0004413000,1999/07/29,上櫃,紡織纖維,ESVUFR,,4413,飛寶企業
4416　三圓,TW0004416003,2000/05/06,上櫃,建材營造業,ESVUFR,,4416,三圓
4417　金洲,TW0004417001,2000/11/07,上櫃,紡織纖維,ESVUFR,,4417,金洲
4419　元勝,TW0004419007,2001/06/26,上櫃,紡織纖維,ESVUFR,,4419,元勝
4420　光明,TW0004420005,2002/04/18,上櫃,紡織纖維,ESVUFR,,4420,光明
4429　聚紡,TW0004429006,2010/09/15,上櫃,紡織纖維,ESVUFR,,4429,聚紡
4430　耀億,TW0004430004,2011/06/09,上櫃,其他業,ESVUFR,,4430,耀億
4432　銘旺實,TW0004432000,2012/11/26,上櫃,紡織纖維,ESVUFR,,4432,銘旺實
4433　興采,TW0004433008,2014/11/03,上櫃,紡織纖維,ESVUFR,,4433,興采
4502　健信,TW0004502000,1995/12/12,上櫃,電機機械,ESVUFR,,4502,健信
4503　金雨,TW0004503008,1996/12/19,上櫃,電機機械,ESVUFR,,4503,金雨
4506　崇友,TW0004506001,1997/12/06,上櫃,電機機械,ESVUFR,,4506,崇友
4510　高鋒,TW0004510003,1998/02/24,上櫃,電機機械,ESVUFR,,4510,高鋒
4513　福裕,TW0004513007,1998/03/25,上櫃,電機機械,ESVUFR,,4513,福裕
4523　永彰,TW0004523006,1999/11/22,上櫃,電機機械,ESVUFR,,4523,永彰
4527　方土霖,TW0004527007,2000/09/28,上櫃,電機機械,ESVUFR,,4527,方土霖
4528　江興鍛,TW0004528005,2001/02/12,上櫃,電機機械,ESVUFR,,4528,江興鍛
4529　淳紳,TW0004529003,2001/05/04,上櫃,其他業,ESVUFR,,4529,淳紳
4530　宏易,TW0004530001,2001/04/30,上櫃,電機機械,ESVUFR,,4530,宏易
4533　協易機,TW0004533005,2002/04/26,上櫃,電機機械,ESVUFR,,4533,協易機
4534　慶騰,TW0004534003,2003/03/31,上櫃,電機機械,ESVUFR,,4534,慶騰
4535　至興,TW0004535000,2003/04/16,上櫃,電機機械,ESVUFR,,4535,至興
4538　大詠城,TW0004538004,2019/01/15,上櫃,電機機械,ESVUFR,,4538,大詠城
4541　晟田,TW0004541008,2014/07/22,上櫃,其他業,ESVUFR,,4541,晟田
4542　科嶠,TW0004542006,2014/08/25,上櫃,電子零組件業,ESVUFR,,4542,科嶠
4543　萬在,TW0004543004,2016/03/15,上櫃,電機機械,ESVUFR,,4543,萬在
4549　桓達,TW0004549001,2014/11/27,上櫃,電機機械,ESVUFR,,4549,桓達
4550　長佳,TW0004550009,2015/03/18,上櫃,電機機械,ESVUFR,,4550,長佳
4554　橙的,TW0004554001,2016/08/05,上櫃,其他電子業,ESVUFR,,4554,橙的
4556　旭然,TW0004556006,2015/12/22,上櫃,其他業,ESVUFR,,4556,旭然
4561　健椿,TW0004561006,2018/06/11,上櫃,電機機械,ESVUFR,,4561,健椿
4563　百德,TW0004563002,2018/07/12,上櫃,電機機械,ESVUFR,,4563,百德
4568　科際精密,TW0004568001,2018/10/03,上櫃,電機機械,ESVUFR,,4568,科際精密
4580　捷流閥業,TW0004580006,2020/01/06,上櫃,電機機械,ESVUFR,,4580,捷流閥業
4609　唐鋒,TW0004609003,2000/05/19,上櫃,電器電纜,ESVUFR,,4609,唐鋒
4702　中美實,TW0004702006,1995/04/21,上櫃,化學工業,ESVUFR,,4702,中美實
4706　大恭,TW0004706007,1998/04/17,上櫃,化學工業,ESVUFR,,4706,大恭
4707　磐亞,TW0004707005,1998/05/20,上櫃,化學工業,ESVUFR,,4707,磐亞
4711　永純,TW0004711007,1999/02/24,上櫃,化學工業,ESVUFR,,4711,永純
4712　南璋,TW0004712005,1999/04/03,上櫃,食品工業,ESVUFR,,4712,南璋
4714　永捷,TW0004714001,2000/03/27,上櫃,化學工業,ESVUFR,,4714,永捷
4716　大立,TW0004716006,2000/03/27,上櫃,化學工業,ESVUFR,,4716,大立
4721　美琪瑪,TW0004721006,2001/03/09,上櫃,化學工業,ESVUFR,,4721,美琪瑪
4726　永昕,TW0004726005,2013/12/25,上櫃,生技醫療業,ESVUFR,,4726,永昕
4728　雙美,TW0004728001,2012/01/10,上櫃,生技醫療業,ESVUFR,,4728,雙美
4729　熒茂,TW0004729009,2009/02/24,上櫃,光電業,ESVUFR,,4729,熒茂
4735　豪展,TW0004735006,2011/08/16,上櫃,生技醫療業,ESVUFR,,4735,豪展
4736　泰博,TW0004736004,2010/12/01,上櫃,生技醫療業,ESVUFR,,4736,泰博
4741　泓瀚,TW0004741004,2017/09/26,上櫃,化學工業,ESVUFR,,4741,泓瀚
4743　合一,TW0004743000,2011/09/23,上櫃,生技醫療業,ESVUFR,,4743,合一
4744　皇將,TW0004744008,2018/07/12,上櫃,生技醫療業,ESVUFR,,4744,皇將
4745　合富-KY,KYG248111042,2013/01/30,上櫃,生技醫療業,ESVUFR,,4745,合富-KY
4747　強生,TW0004747001,2013/12/25,上櫃,生技醫療業,ESVUFR,,4747,強生
4754　國碳科,TW0004754007,2016/09/28,上櫃,化學工業,ESVUFR,,4754,國碳科
4760　勤凱,TW0004760004,2019/03/21,上櫃,其他電子業,ESVUFR,,4760,勤凱
4767　誠泰科技,TW0004767009,2018/10/29,上櫃,化學工業,ESVUFR,,4767,誠泰科技
4803　VHQ-KY,KYG9344G1038,2015/12/16,上櫃,文化創意業,ESVUFR,,4803,VHQ-KY
4804　大略-KY,KYG2646C1024,2015/12/04,上櫃,觀光事業,ESVUFR,,4804,大略-KY
4806　昇華,TW0004806005,2016/03/09,上櫃,文化創意業,ESVUFR,,4806,昇華
4903　聯光通,TW0004903000,2001/05/14,上櫃,通信網路業,ESVUFR,,4903,聯光通
4905　台聯電,TW0004905005,2001/12/07,上櫃,通信網路業,ESVUFR,,4905,台聯電
4907　富宇,TW0004907001,2002/03/04,上櫃,建材營造業,ESVUFR,,4907,富宇
4908　前鼎,TW0004908009,2002/02/27,上櫃,通信網路業,ESVUFR,,4908,前鼎
4909　新復興,TW0004909007,2002/11/28,上櫃,通信網路業,ESVUFR,,4909,新復興
4911　德英,TW0004911003,2011/03/21,上櫃,生技醫療業,ESVUFR,,4911,德英
4924　欣厚-KY,KYG4642A1067,2011/10/18,上櫃,電腦及週邊設備業,ESVUFR,,4924,欣厚-KY
4931　新盛力,TW0004931001,2019/09/17,上櫃,電腦及週邊設備業,ESVUFR,,4931,新盛力
4933　友輝,TW0004933007,2010/05/04,上櫃,光電業,ESVUFR,,4933,友輝
4939　亞電,TW0004939004,2011/09/19,上櫃,電子零組件業,ESVUFR,,4939,亞電
4944　兆遠,TW0004944004,2011/05/31,上櫃,光電業,ESVUFR,,4944,兆遠
4946　辣椒,TW0004946009,2011/06/10,上櫃,文化創意業,ESVUFR,,4946,辣椒
4947　昂寶-KY,KYG675291002,2011/10/18,上櫃,半導體業,ESVUFR,,4947,昂寶-KY
4950　牧東,TW0004950001,2012/04/27,上櫃,其他業,ESVUFR,,4950,牧東
4953　緯軟,TW0004953005,2014/01/08,上櫃,資訊服務業,ESVUFR,,4953,緯軟
4966　譜瑞-KY,KYG6892A1085,2011/09/13,上櫃,半導體業,ESVUFR,,4966,譜瑞-KY
4971　IET-KY,KYG480071011,2013/07/24,上櫃,半導體業,ESVUFR,,4971,IET-KY
4972　湯石照明,TW0004972005,2013/06/17,上櫃,光電業,ESVUFR,,4972,湯石照明
4973　廣穎,TW0004973003,2012/06/19,上櫃,半導體業,ESVUFR,,4973,廣穎
4974　亞泰,TW0004974001,2011/11/29,上櫃,電子零組件業,ESVUFR,,4974,亞泰
4979　華星光,TW0004979000,2011/12/12,上櫃,通信網路業,ESVUFR,,4979,華星光
4987　科誠,TW0004987003,2012/03/21,上櫃,電腦及週邊設備業,ESVUFR,,4987,科誠
4991　環宇-KY,KYG377541019,2014/09/15,上櫃,半導體業,ESVUFR,,4991,環宇-KY
4995　晶達,TW0004995006,2012/05/09,上櫃,光電業,ESVUFR,,4995,晶達
5009　榮剛,TW0005009005,1998/10/17,上櫃,鋼鐵工業,ESVUFR,,5009,榮剛
5011　久陽,TW0005011001,1999/05/06,上櫃,鋼鐵工業,ESVUFR,,5011,久陽
5013　強新,TW0005013007,2000/05/08,上櫃,鋼鐵工業,ESVUFR,,5013,強新
5014　建錩,TW0005014005,2001/02/15,上櫃,鋼鐵工業,ESVUFR,,5014,建錩
5015　華祺,TW0005015002,2000/12/15,上櫃,鋼鐵工業,ESVUFR,,5015,華祺
5016　松和,TW0005016000,2001/03/05,上櫃,鋼鐵工業,ESVUFR,,5016,松和
5102　富強,TW0005102008,2000/10/27,上櫃,橡膠工業,ESVUFR,,5102,富強
5201　凱衛,TW0005201008,2000/10/12,上櫃,資訊服務業,ESVUFR,,5201,凱衛
5202　力新,TW0005202006,2000/10/18,上櫃,資訊服務業,ESVUFR,,5202,力新
5205　中茂,TW0005205009,2001/05/14,上櫃,其他電子業,ESVUFR,,5205,中茂
5206　坤悅,TW0005206007,2001/10/08,上櫃,建材營造業,ESVUFR,,5206,坤悅
5209　新鼎,TW0005209001,2002/02/25,上櫃,資訊服務業,ESVUFR,,5209,新鼎
5210　寶碩,TW0005210009,2002/04/25,上櫃,資訊服務業,ESVUFR,,5210,寶碩
5211　蒙恬,TW0005211007,2002/12/23,上櫃,資訊服務業,ESVUFR,,5211,蒙恬
5212　凌網,TW0005212005,2003/03/24,上櫃,資訊服務業,ESVUFR,,5212,凌網
5213　亞昕,TW0005213003,2003/04/24,上櫃,建材營造業,ESVUFR,,5213,亞昕
5220　萬達光電,TW0005220008,2018/04/26,上櫃,光電業,ESVUFR,,5220,萬達光電
5223　安力-KY,KYG0458G1047,2018/07/02,上櫃,電腦及週邊設備業,ESVUFR,,5223,安力-KY
5227　立凱-KY,KYG0100G1064,2013/12/09,上櫃,電子零組件業,ESVUFR,,5227,立凱-KY
5230　雷笛克光學,TW0005230007,2012/06/05,上櫃,光電業,ESVUFR,,5230,雷笛克光學
5245　智晶,TW0005245005,2015/05/25,上櫃,光電業,ESVUFR,,5245,智晶
5251　天鉞電,TW0005251003,2012/11/26,上櫃,光電業,ESVUFR,,5251,天鉞電
5263　智崴,TW0005263008,2012/12/18,上櫃,文化創意業,ESVUFR,,5263,智崴
5272　笙科,TW0005272009,2013/05/30,上櫃,半導體業,ESVUFR,,5272,笙科
5274　信驊,TW0005274005,2013/04/30,上櫃,半導體業,ESVUFR,,5274,信驊
5276　達輝-KY,KYG2743W1006,2014/06/12,上櫃,其他業,ESVUFR,,5276,達輝-KY
5278　尚凡,TW0005278006,2013/06/04,上櫃,電子商務,ESVUFR,,5278,尚凡
5281　大峽谷-KY,KYG853901059,2016/03/30,上櫃,光電業,ESVUFR,,5281,大峽谷-KY
5287　數字,TW0005287007,2014/01/20,上櫃,電子商務,ESVUFR,,5287,數字
5289　宜鼎,TW0005289003,2013/11/27,上櫃,電腦及週邊設備業,ESVUFR,,5289,宜鼎
5291　邑昇,TW0005291009,2014/12/23,上櫃,電子零組件業,ESVUFR,,5291,邑昇
5299　杰力,TW0005299002,2018/01/23,上櫃,半導體業,ESVUFR,,5299,杰力
5301　寶得利,TW0005301006,1990/06/25,上櫃,觀光事業,ESVUFR,,5301,寶得利
5302　太欣,TW0005302004,1991/01/17,上櫃,半導體業,ESVUFR,,5302,太欣
5304　鼎創達,TW0005304000,1991/07/16,上櫃,電腦及週邊設備業,ESVUFR,,5304,鼎創達
5306　桂盟,TW0005306005,1995/12/26,上櫃,其他業,ESVUFR,,5306,桂盟
5309　系統電,TW0005309009,1996/03/18,上櫃,電子零組件業,ESVUFR,,5309,系統電
5310　天剛,TW0005310007,1996/04/09,上櫃,資訊服務業,ESVUFR,,5310,天剛
5312　寶島科,TW0005312003,1996/05/25,上櫃,生技醫療業,ESVUFR,,5312,寶島科
5314　世紀,TW0005314009,1996/09/16,上櫃,半導體業,ESVUFR,,5314,世紀
5315　光聯,TW0005315006,1996/11/02,上櫃,光電業,ESVUFR,,5315,光聯
5321　友銓,TW0005321004,1996/12/30,上櫃,電子零組件業,ESVUFR,,5321,友銓
5324　士開,TW0005324008,1997/01/30,上櫃,建材營造業,ESVUFR,,5324,士開
5328　華容,TW0005328009,1997/08/28,上櫃,電子零組件業,ESVUFR,,5328,華容
5340　建榮,TW0005340004,1998/01/20,上櫃,電子零組件業,ESVUFR,,5340,建榮
5344　立衛,TW0005344006,1998/03/23,上櫃,半導體業,ESVUFR,,5344,立衛
5345　天揚,TW0005345003,1998/03/23,上櫃,電子零組件業,ESVUFR,,5345,天揚
5347　世界,TW0005347009,1998/03/25,上櫃,半導體業,ESVUFR,,5347,世界
5348　系通,TW0005348007,1998/04/29,上櫃,通信網路業,ESVUFR,,5348,系通
5349　先豐,TW0005349005,1998/06/25,上櫃,電子零組件業,ESVUFR,,5349,先豐
5351　鈺創,TW0005351001,1998/05/15,上櫃,半導體業,ESVUFR,,5351,鈺創
5353　台林,TW0005353007,1998/05/18,上櫃,通信網路業,ESVUFR,,5353,台林
5355　佳總,TW0005355002,1998/06/23,上櫃,電子零組件業,ESVUFR,,5355,佳總
5356　協益,TW0005356000,1998/07/20,上櫃,電腦及週邊設備業,ESVUFR,,5356,協益
5364　力麗店,TW0005364004,2013/08/26,上櫃,觀光事業,ESVUFR,,5364,力麗店
5371　中光電,TW0005371009,1999/01/20,上櫃,光電業,ESVUFR,,5371,中光電
5381　合正,TW0005381008,1999/03/19,上櫃,電子零組件業,ESVUFR,,5381,合正
5383　金利,TW0005383004,1999/04/14,上櫃,其他電子業,ESVUFR,,5383,金利
5386　青雲,TW0005386007,1999/05/13,上櫃,電腦及週邊設備業,ESVUFR,,5386,青雲
5392　應華,TW0005392005,1999/06/14,上櫃,光電業,ESVUFR,,5392,應華
5398　慕康生醫,TW0005398002,1999/10/11,上櫃,其他業,ESVUFR,,5398,慕康生醫
5403　中菲,TW0005403000,1999/10/15,上櫃,資訊服務業,ESVUFR,,5403,中菲
5410　國眾,TW0005410005,1999/11/26,上櫃,資訊服務業,ESVUFR,,5410,國眾
5425　台半,TW0005425003,2000/02/21,上櫃,半導體業,ESVUFR,,5425,台半
5426　振發,TW0005426001,2000/02/09,上櫃,電腦及週邊設備業,ESVUFR,,5426,振發
5432　達威,TW0005432009,2000/03/21,上櫃,光電業,ESVUFR,,5432,達威
5438　東友,TW0005438006,2000/06/17,上櫃,電腦及週邊設備業,ESVUFR,,5438,東友
5439　高技,TW0005439004,2000/06/26,上櫃,電子零組件業,ESVUFR,,5439,高技
5443　均豪,TW0005443006,1998/02/09,上櫃,光電業,ESVUFR,,5443,均豪
5450　寶聯通,TW0005450001,2000/08/22,上櫃,電腦及週邊設備業,ESVUFR,,5450,寶聯通
5452　佶優,TW0005452007,2000/10/02,上櫃,其他電子業,ESVUFR,,5452,佶優
5455　昇益,TW0005455000,2000/10/19,上櫃,建材營造業,ESVUFR,,5455,昇益
5457　宣德,TW0005457006,2000/09/29,上櫃,電子零組件業,ESVUFR,,5457,宣德
5460　同協,TW0005460000,2000/09/28,上櫃,電子零組件業,ESVUFR,,5460,同協
5464　霖宏,TW0005464002,2000/11/08,上櫃,電子零組件業,ESVUFR,,5464,霖宏
5465　富驊,TW0005465009,2000/11/08,上櫃,電腦及週邊設備業,ESVUFR,,5465,富驊
5468　凱鈺,TW0005468003,2001/01/17,上櫃,半導體業,ESVUFR,,5468,凱鈺
5474　聰泰,TW0005474001,2001/03/20,上櫃,電腦及週邊設備業,ESVUFR,,5474,聰泰
5475　德宏,TW0005475008,2001/01/16,上櫃,電子零組件業,ESVUFR,,5475,德宏
5478　智冠,TW0005478002,2001/03/29,上櫃,文化創意業,ESVUFR,,5478,智冠
5481　新華,TW0005481006,2001/04/27,上櫃,電子零組件業,ESVUFR,,5481,新華
5483　中美晶,TW0005483002,2001/03/02,上櫃,半導體業,ESVUFR,,5483,中美晶
5487　通泰,TW0005487003,2001/02/20,上櫃,半導體業,ESVUFR,,5487,通泰
5488　松普,TW0005488001,2001/03/12,上櫃,電子零組件業,ESVUFR,,5488,松普
5489　彩富,TW0005489009,2001/03/12,上櫃,其他電子業,ESVUFR,,5489,彩富
5490　同亨,TW0005490007,2001/05/14,上櫃,電腦及週邊設備業,ESVUFR,,5490,同亨
5493　三聯,TW0005493001,2001/05/03,上櫃,其他電子業,ESVUFR,,5493,三聯
5498　凱崴,TW0005498000,2001/03/29,上櫃,電子零組件業,ESVUFR,,5498,凱崴
5508　永信建,TW0005508006,1998/05/13,上櫃,建材營造業,ESVUFR,,5508,永信建
5511　德昌,TW0005511000,1998/12/09,上櫃,建材營造業,ESVUFR,,5511,德昌
5512　力麒,TW0005512008,1998/12/04,上櫃,建材營造業,ESVUFR,,5512,力麒
5514　三豐,TW0005514004,1998/12/29,上櫃,建材營造業,ESVUFR,,5514,三豐
5516　雙喜,TW0005516009,1999/03/23,上櫃,建材營造業,ESVUFR,,5516,雙喜
5520　力泰,TW0005520001,1999/10/27,上櫃,建材營造業,ESVUFR,,5520,力泰
5523　豐謙,TW0005523005,1999/12/27,上櫃,建材營造業,ESVUFR,,5523,豐謙
5529　志嘉,TW0005529002,1996/01/12,上櫃,建材營造業,ESVUFR,,5529,志嘉
5530　龍巖,TW0005530000,2000/10/04,上櫃,其他業,ESVUFR,,5530,龍巖
5536　聖暉,TW0005536007,2010/11/10,上櫃,其他電子業,ESVUFR,,5536,聖暉
5543　崇佑-KY,KYG1676E1035,2016/05/09,上櫃,建材營造業,ESVUFR,,5543,崇佑-KY
5601　台聯櫃,TW0005601009,1994/11/24,上櫃,航運業,ESVUFR,,5601,台聯櫃
5603　陸海,TW0005603005,1997/01/25,上櫃,航運業,ESVUFR,,5603,陸海
5604　中連貨,TW0005604003,1997/05/22,上櫃,航運業,ESVUFR,,5604,中連貨
5609　中菲行,TW0005609002,2001/10/15,上櫃,航運業,ESVUFR,,5609,中菲行
5701　劍湖山,TW0005701007,1998/03/12,上櫃,觀光事業,ESVUFR,,5701,劍湖山
5703　亞都,TW0005703003,1999/06/15,上櫃,觀光事業,ESVUFR,,5703,亞都
5704　老爺知,TW0005704001,1999/12/21,上櫃,觀光事業,ESVUFR,,5704,老爺知
5820　日盛金,TW0005820005,2002/02/05,上櫃,金融保險業,ESVUFR,,5820,日盛金
5864　致和證,TW0005864003,2018/04/02,上櫃,金融保險業,ESVUFR,,5864,致和證
5878　台名,TW0005878003,2014/10/28,上櫃,金融保險業,ESVUFR,,5878,台名
5902　德記,TW0005902001,1998/02/07,上櫃,貿易百貨業,ESVUFR,,5902,德記
5903　全家,TW0005903009,2002/02/25,上櫃,貿易百貨業,ESVUFR,,5903,全家
5904　寶雅,TW0005904007,2002/09/06,上櫃,貿易百貨業,ESVUFR,,5904,寶雅
5905　南仁湖,TW0005905004,2003/06/17,上櫃,貿易百貨業,ESVUFR,,5905,南仁湖
6015　宏遠證,TW0006015001,1996/07/25,上櫃,金融保險業,ESVUFR,,6015,宏遠證
6016　康和證,TW0006016009,1996/12/04,上櫃,金融保險業,ESVUFR,,6016,康和證
6020　大展證,TW0006020001,2003/01/23,上櫃,金融保險業,ESVUFR,,6020,大展證
6021　大慶證,TW0006021009,2003/04/21,上櫃,金融保險業,ESVUFR,,6021,大慶證
6023　元大期,TW0006023005,2007/11/28,上櫃,金融保險業,ESVUFR,,6023,元大期
6026　福邦證,TW0006026008,2016/01/27,上櫃,金融保險業,ESVUFR,,6026,福邦證
6101　寬魚國際,TW0006101009,2001/03/29,上櫃,文化創意業,ESVUFR,,6101,寬魚國際
6103　合邦,TW0006103005,2001/05/07,上櫃,半導體業,ESVUFR,,6103,合邦
6104　創惟,TW0006104003,2001/05/22,上櫃,半導體業,ESVUFR,,6104,創惟
6109　亞元,TW0006109002,2001/07/26,上櫃,通信網路業,ESVUFR,,6109,亞元
6111　大宇資,TW0006111008,2001/08/08,上櫃,文化創意業,ESVUFR,,6111,大宇資
6113　亞矽,TW0006113004,2001/08/10,上櫃,電子通路業,ESVUFR,,6113,亞矽
6114　久威,TW0006114002,2001/09/27,上櫃,電子零組件業,ESVUFR,,6114,久威
6118　建達,TW0006118003,2001/10/25,上櫃,電子通路業,ESVUFR,,6118,建達
6121　新普,TW0006121007,2001/11/27,上櫃,電腦及週邊設備業,ESVUFR,,6121,新普
6122　擎邦,TW0006122005,2000/07/14,上櫃,電機機械,ESVUFR,,6122,擎邦
6123　上奇,TW0006123003,2002/01/23,上櫃,電腦及週邊設備業,ESVUFR,,6123,上奇
6124　業強,TW0006124001,2002/03/19,上櫃,電子零組件業,ESVUFR,,6124,業強
6125　廣運,TW0006125008,2002/01/23,上櫃,光電業,ESVUFR,,6125,廣運
6126　信音,TW0006126006,2002/01/18,上櫃,電子零組件業,ESVUFR,,6126,信音
6127　九豪,TW0006127004,2002/01/10,上櫃,電子零組件業,ESVUFR,,6127,九豪
6129　普誠,TW0006129000,2001/12/25,上櫃,半導體業,ESVUFR,,6129,普誠
6130　星寶國際,TW0006130008,2002/03/26,上櫃,生技醫療業,ESVUFR,,6130,星寶國際
6134　萬旭,TW0006134000,2002/01/08,上櫃,電子零組件業,ESVUFR,,6134,萬旭
6138　茂達,TW0006138001,2002/01/18,上櫃,半導體業,ESVUFR,,6138,茂達
6140　訊達,TW0006140007,2002/02/04,上櫃,資訊服務業,ESVUFR,,6140,訊達
6143　振曜,TW0006143001,2002/01/28,上櫃,通信網路業,ESVUFR,,6143,振曜
6144　得利影,TW0006144009,2002/01/23,上櫃,文化創意業,ESVUFR,,6144,得利影
6146　耕興,TW0006146004,2002/01/23,上櫃,其他電子業,ESVUFR,,6146,耕興
6147　頎邦,TW0006147002,2002/01/31,上櫃,半導體業,ESVUFR,,6147,頎邦
6148　驊宏資,TW0006148000,2002/02/01,上櫃,資訊服務業,ESVUFR,,6148,驊宏資
6150　撼訊,TW0006150006,2002/03/11,上櫃,電腦及週邊設備業,ESVUFR,,6150,撼訊
6151　晉倫,TW0006151004,2002/02/25,上櫃,其他電子業,ESVUFR,,6151,晉倫
6154　順發,TW0006154008,2002/02/18,上櫃,電子通路業,ESVUFR,,6154,順發
6156　松上,TW0006156003,2002/02/19,上櫃,電子零組件業,ESVUFR,,6156,松上
6158　禾昌,TW0006158009,2002/02/19,上櫃,電子零組件業,ESVUFR,,6158,禾昌
6160　欣技,TW0006160005,2002/03/01,上櫃,電腦及週邊設備業,ESVUFR,,6160,欣技
6161　捷波,TW0006161003,2002/03/01,上櫃,電腦及週邊設備業,ESVUFR,,6161,捷波
6163　華電網,TW0006163009,2002/03/19,上櫃,通信網路業,ESVUFR,,6163,華電網
6167　久正,TW0006167000,2002/03/26,上櫃,光電業,ESVUFR,,6167,久正
6169　昱泉,TW0006169006,2002/03/22,上櫃,文化創意業,ESVUFR,,6169,昱泉
6170　統振,TW0006170004,2002/04/16,上櫃,通信網路業,ESVUFR,,6170,統振
6171　亞銳士,TW0006171002,2002/04/22,上櫃,建材營造業,ESVUFR,,6171,亞銳士
6173　信昌電,TW0006173008,2002/04/19,上櫃,電子零組件業,ESVUFR,,6173,信昌電
6174　安碁,TW0006174006,2002/05/02,上櫃,電子零組件業,ESVUFR,,6174,安碁
6175　立敦,TW0006175003,2002/06/10,上櫃,電子零組件業,ESVUFR,,6175,立敦
6179　亞通,TW0006179005,2002/05/17,上櫃,其他業,ESVUFR,,6179,亞通
6180　橘子,TW0006180003,2002/05/21,上櫃,文化創意業,ESVUFR,,6180,橘子
6182　合晶,TW0006182009,2002/05/16,上櫃,半導體業,ESVUFR,,6182,合晶
6185　幃翔,TW0006185002,2002/08/09,上櫃,電子零組件業,ESVUFR,,6185,幃翔
6186　新潤,TW0006186000,2002/08/02,上櫃,建材營造業,ESVUFR,,6186,新潤
6187　萬潤,TW0006187008,2002/09/27,上櫃,其他電子業,ESVUFR,,6187,萬潤
6188　廣明,TW0006188006,2002/08/27,上櫃,電腦及週邊設備業,ESVUFR,,6188,廣明
6190　萬泰科,TW0006190002,1998/02/04,上櫃,通信網路業,ESVUFR,,6190,萬泰科
6194　育富,TW0006194004,2002/12/05,上櫃,電子零組件業,ESVUFR,,6194,育富
6195　詩肯,TW0006195001,2002/10/21,上櫃,貿易百貨業,ESVUFR,,6195,詩肯
6198　凌泰,TW0006198005,2002/12/26,上櫃,半導體業,ESVUFR,,6198,凌泰
6199　天品,TW0006199003,2016/10/07,上櫃,其他業,ESVUFR,,6199,天品
6203　海韻電,TW0006203003,2002/12/26,上櫃,電子零組件業,ESVUFR,,6203,海韻電
6204　艾華,TW0006204001,2002/11/13,上櫃,電子零組件業,ESVUFR,,6204,艾華
6207　雷科,TW0006207004,2002/12/23,上櫃,電子零組件業,ESVUFR,,6207,雷科
6208　日揚,TW0006208002,2002/12/23,上櫃,電子零組件業,ESVUFR,,6208,日揚
6210　慶生,TW0006210008,2003/02/14,上櫃,電子零組件業,ESVUFR,,6210,慶生
6212　理銘,TW0006212004,2002/12/26,上櫃,建材營造業,ESVUFR,,6212,理銘
6217　中探針,TW0006217003,2003/01/09,上櫃,電子零組件業,ESVUFR,,6217,中探針
6218　豪勉,TW0006218001,2003/01/14,上櫃,通信網路業,ESVUFR,,6218,豪勉
6219　富旺,TW0006219009,2003/02/26,上櫃,建材營造業,ESVUFR,,6219,富旺
6220　岳豐,TW0006220007,2003/01/09,上櫃,電子零組件業,ESVUFR,,6220,岳豐
6221　晉泰,TW0006221005,2003/01/06,上櫃,資訊服務業,ESVUFR,,6221,晉泰
6222　上揚,TW0006222003,2003/01/09,上櫃,光電業,ESVUFR,,6222,上揚
6223　旺矽,TW0006223001,2003/01/06,上櫃,半導體業,ESVUFR,,6223,旺矽
6227　茂綸,TW0006227002,2003/01/14,上櫃,電子通路業,ESVUFR,,6227,茂綸
6228　全譜,TW0006228000,2003/01/21,上櫃,電腦及週邊設備業,ESVUFR,,6228,全譜
6229　研通,TW0006229008,2003/01/14,上櫃,半導體業,ESVUFR,,6229,研通
6231　系微,TW0006231004,2003/01/23,上櫃,資訊服務業,ESVUFR,,6231,系微
6233　旺玖,TW0006233000,2003/02/20,上櫃,半導體業,ESVUFR,,6233,旺玖
6234　高僑,TW0006234008,2003/03/12,上櫃,光電業,ESVUFR,,6234,高僑
6236　康呈,TW0006236003,2003/03/31,上櫃,其他業,ESVUFR,,6236,康呈
6237　驊訊,TW0006237001,2003/04/21,上櫃,半導體業,ESVUFR,,6237,驊訊
6238　勝麗,TW0006238009,2003/03/31,上櫃,其他電子業,ESVUFR,,6238,勝麗
6240　松崗,TW0006240005,2003/05/30,上櫃,資訊服務業,ESVUFR,,6240,松崗
6241　易通展,TW0006241003,2003/04/08,上櫃,通信網路業,ESVUFR,,6241,易通展
6242　立康,TW0006242001,2003/04/23,上櫃,生技醫療業,ESVUFR,,6242,立康
6244　茂迪,TW0006244007,2003/05/15,上櫃,光電業,ESVUFR,,6244,茂迪
6245　立端,TW0006245004,2003/05/19,上櫃,通信網路業,ESVUFR,,6245,立端
6246　臺龍,TW0006246002,2003/06/18,上櫃,光電業,ESVUFR,,6246,臺龍
6247　淇譽電,TW0006247000,2003/07/04,上櫃,其他電子業,ESVUFR,,6247,淇譽電
6248　沛波,TW0006248008,2003/09/03,上櫃,鋼鐵工業,ESVUFR,,6248,沛波
6259　百徽,TW0006259005,2003/09/17,上櫃,電子零組件業,ESVUFR,,6259,百徽
6261　久元,TW0006261001,2004/03/29,上櫃,半導體業,ESVUFR,,6261,久元
6263　普萊德,TW0006263007,2003/09/17,上櫃,通信網路業,ESVUFR,,6263,普萊德
6264　富裔,TW0006264005,2004/02/24,上櫃,建材營造業,ESVUFR,,6264,富裔
6265　方土昶,TW0006265002,2003/10/24,上櫃,電子通路業,ESVUFR,,6265,方土昶
